DUMMY,Northing,Easting,Elevation,Name
5284,3127769.271,786094.404,877.561,CONTOUR
5285,3127748.111,786092.675,875.706,CONTOUR
5286,3127766.996,786092.997,877.322,CONTOUR
5287,3127745.009,786091.146,874.862,CONTOUR
5288,3127762.295,786098.543,878.138,CONTOUR
5289,3127737.493,786095.036,874.502,CONTOUR
5290,3127733.039,786095.945,874.325,CONTOUR
5291,3127760.327,786116.493,880.026,CONTOUR
5292,3127732.015,786096.366,873.405,CONTOUR
5293,3127756.862,786117.144,880.585,CONTOUR
5294,3127730.796,786099.496,874.659,CONTOUR
5295,3127729.124,786100.095,873.691,CONTOUR
5296,3127725.202,786101.828,874.432,CONTOUR
5297,3127722.298,786100.164,874.093,CONTOUR
5298,3127723.125,786099.382,873.326,CONTOUR
5299,3127720.789,786097.9,873.003,CONTOUR
5300,3127751.557,786090.406,875.828,CONTOUR
5301,3127717.044,786096.845,871.401,CONTOUR
5302,3127749.359,786087.796,874.58,CONTOUR
5303,3127717.787,786091.597,870.953,CONTOUR
5304,3127714.717,786090.795,871.872,CONTOUR
5305,3127723.371,786091.253,871.359,CONTOUR
5306,3127726.998,786092.789,872.045,CONTOUR
5307,3127724.429,786087.935,871.092,CONTOUR
5308,3127758.13,786071.998,873.733,CONTOUR
5309,3127719.356,786084.779,870.059,CONTOUR
5310,3127724.976,786081.216,870.046,CONTOUR
5311,3127716.509,786080.39,869.854,CONTOUR
5312,3127750.639,786071.425,871.608,CONTOUR
5313,3127709.671,786082.477,869.242,CONTOUR
5314,3127744.273,786070.828,871.768,CONTOUR
5315,3127707.271,786074.56,867.997,CONTOUR
5316,3127740.853,786069.493,871.038,CONTOUR
5317,3127712.539,786070.888,867.547,CONTOUR
5318,3127738.875,786074.437,870.93,CONTOUR
5319,3127717.106,786068.569,867.247,CONTOUR
5320,3127742.336,786075.779,872.406,CONTOUR
5321,3127717.12,786062.841,866.802,CONTOUR
5322,3127735.269,786077.985,871.381,CONTOUR
5323,3127722.616,786055.662,866.607,CONTOUR
5324,3127728.586,786076.272,870.831,CONTOUR
5325,3127717.163,786053.92,865.46,CONTOUR
5326,3127712.477,786056.886,865.462,CONTOUR
5327,3127731.683,786064.843,869.574,CONTOUR
5328,3127704.531,786064.452,866.54,CONTOUR
5329,3127725.107,786064.025,868.029,CONTOUR
5330,3127702.652,786068.979,866.07,CONTOUR
5331,3127704.763,786072.147,867.552,CONTOUR
5332,3127706.961,786047.315,864.33,CONTOUR
5333,3127706.361,786074.694,867.922,CONTOUR
5334,3127705.677,786077.883,867.337,CONTOUR
5335,3127694.066,786045.814,862.198,CONTOUR
5336,3127693.768,786054.043,863.369,CONTOUR
9000,3127679.338,785860.923,842.984,MINOR 1
ST3,3127727.894,786022.225,863.986,MJR 3
9001,3127703.751,785866.397,844.294,TAILRACE
9002,3127701.58,785864.194,844.089,TAILRACE
9003,3127706.761,785869.316,844.267,TAILRACE
9004,3127699.793,785861.821,844.026,TAILRACE
9005,3127709.934,785872.02,844.372,TAILRACE
9006,3127696.719,785867.616,844.006,TAILRACE
9007,3127700.327,785870.78,844.099,TAILRACE
9008,3127694.38,785865.459,843.93,TAILRACE
9009,3127702.729,785873.222,844.137,TAILRACE
9010,3127692.336,785863.563,843.854,TAILRACE
9011,3127690.269,785871.078,842.801,TAILRACE
9012,3127688.97,785868.163,843.468,TAILRACE
9013,3127689.581,785874.599,842.901,TAILRACE
9014,3127687.856,785866.082,843.543,TAILRACE
9015,3127688.719,785878.216,842.949,TAILRACE
9016,3127683.266,785871.866,842.307,TAILRACE
9017,3127683.735,785876.232,842.376,TAILRACE
9018,3127682.641,785868.861,842.729,TAILRACE
9019,3127683.505,785879.741,842.434,TAILRACE
9020,3127681.649,785866.459,843.164,TAILRACE
9021,3127671.635,785870.671,841.436,TAILRACE
9022,3127673.476,785867.735,842.52,TAILRACE
9023,3127671.37,785874.054,841.436,TAILRACE
9024,3127674.613,785865.148,842.612,TAILRACE
9025,3127669.018,785877.367,841.168,TAILRACE
9026,3127664.088,785869.793,840.889,TAILRACE
9027,3127662.7,785872.679,840.813,TAILRACE
9028,3127665.904,785866.261,840.81,TAILRACE
9029,3127661.963,785876.547,840.889,TAILRACE
9030,3127667.452,785863.671,842.285,TAILRACE
9031,3127649.087,785863.328,840.211,TAILRACE
9032,3127650.081,785867.424,840.471,TAILRACE
9033,3127648.584,785860.949,840.01,TAILRACE
9034,3127651.752,785871.37,840.331,TAILRACE
9035,3127647.178,785857.359,839.797,TAILRACE
9036,3127636.46,785862.122,840.053,TAILRACE
9037,3127636.017,785858.337,840.084,TAILRACE
9038,3127636.697,785865.996,839.848,TAILRACE
9039,3127636.054,785858.313,840.103,TAILRACE
9040,3127636.845,785869.721,839.733,TAILRACE
9041,3127635.671,785853.368,839.714,TAILRACE
9042,3127625.605,785866.385,839.205,TAILRACE
9043,3127625.476,785861.442,839.23,TAILRACE
9044,3127625.491,785869.925,839.095,TAILRACE
9045,3127625.331,785857.403,839.229,TAILRACE
9046,3127623.055,785875.577,839.404,TAILRACE
9047,3127611.577,785863.123,838.638,TAILRACE
9048,3127609.918,785867.74,838.852,TAILRACE
9049,3127611.509,785863.005,838.628,TAILRACE
9050,3127608.072,785873.433,838.642,TAILRACE
9051,3127612.046,785858.652,838.011,TAILRACE
9052,3127612.255,785855.064,837.986,TAILRACE
9053,3127593.386,785860.524,837.833,TAILRACE
9054,3127592.088,785863.745,837.954,TAILRACE
9055,3127596.113,785854.238,837.381,TAILRACE
9056,3127590.333,785868.358,837.979,TAILRACE
9057,3127595.692,785849.915,837.112,TAILRACE
9058,3127576.559,785859.105,836.644,TAILRACE
9059,3127578.589,785854.106,836.38,TAILRACE
9060,3127574.448,785864.871,836.802,TAILRACE
9061,3127578.853,785850.639,836.36,TAILRACE
9062,3127573.146,785869.61,836.734,TAILRACE
9063,3127563.611,785858.564,835.815,TAILRACE
9064,3127562.404,785863.551,835.434,TAILRACE
9065,3127564.385,785854.337,835.317,TAILRACE
9066,3127560.01,785865.759,835.621,TAILRACE
9067,3127564.597,785850.012,835.363,TAILRACE
9068,3127550.938,785860.404,835.717,TAILRACE
9069,3127548.7,785864.113,835.583,TAILRACE
9070,3127554.711,785854.135,835.111,TAILRACE
9071,3127546.541,785867.597,835.593,TAILRACE
9072,3127555.099,785850.231,834.987,TAILRACE
9073,3127537.064,785858.938,834.853,TAILRACE
9074,3127538.271,785854.861,835.116,TAILRACE
9075,3127534.815,785862.534,834.489,TAILRACE
9076,3127538.787,785850.225,834.491,TAILRACE
9077,3127532.267,785866.55,834.574,TAILRACE
9078,3127525.873,785857.181,834.356,TAILRACE
9079,3127524.74,785862.611,834.389,TAILRACE
9080,3127526.003,785852.713,834.511,TAILRACE
9081,3127521.919,785866.852,834.547,TAILRACE
9082,3127526.484,785848.473,834.098,TAILRACE
9083,3127510.91,785866.814,834.045,TAILRACE
9084,3127508.981,785863.582,833.783,TAILRACE
9085,3127511.206,785871.6,833.975,TAILRACE
9086,3127507.157,785860.381,833.76,TAILRACE
9087,3127510.952,785875.551,834.115,TAILRACE
9088,3127504.504,785879.341,832.721,TAILRACE
9089,3127497.45,785876.712,832.931,TAILRACE
9090,3127508.785,785884.776,832.864,TAILRACE
9091,3127494.375,785875.312,832.647,TAILRACE
9092,3127486.39,785884.421,831.845,TAILRACE
9093,3127483.604,785883.456,831.831,TAILRACE
9094,3127479.85,785880.389,831.559,TAILRACE
9095,3127475.179,785890.792,831.006,TAILRACE
9096,3127664.183,785853.474,842.025,TAILRACE
9097,3127639.81,785870.188,840.091,TAILRACE
9098,3127639.349,785869.768,840.125,TAILRACE
9099,3127640.019,785876.026,840.277,TAILRACE
4000,3127690.232,786055.618,861.865,TR UP
4001,3127692.666,786053.602,863.493,TR UP
4002,3127682.37,786060.504,863.797,TR UP
4003,3127671.705,786062.344,864.092,TR UP
4004,3127655.614,786055.341,859.823,TR UP
4005,3127663.98,786047.995,859.804,TR UP
4006,3127670.35,786042.176,858.483,TR UP
4007,3127673.768,786038.509,858.926,TR UP
4008,3127679.521,786030.944,858.77,TR UP
4009,3127670.68,786022.708,857.629,TR UP
10000,3127555.024,785923.726,836.285,MINOR 2
ST 4,3127625.659,786023.651,853.226,MJR 4
4010,3127573.327,785924.521,839.656,TR DOWN
4011,3127575.34,785920.794,838.87,TR DOWN
4012,3127570.545,785933.554,838.132,TR DOWN
4013,3127569.679,785934.89,839.656,TR DOWN
4014,3127558.751,785918.974,838.474,TR DOWN
4015,3127560.521,785911.55,838.18,TR DOWN
4016,3127562.539,785934.368,839.956,TR DOWN
4017,3127562.796,785933.678,839.164,TR DOWN
4018,3127555.103,785923.768,836.289,TR DOWN
10001,3127552.16,785931.682,839.784,TR DOWN
10002,3127549.494,785917.087,836.529,TR DOWN
10003,3127547.344,785929.42,837.865,TR DOWN
10004,3127549.925,785915.224,837.652,TR DOWN
10005,3127547.667,785925.492,837.015,TR DOWN
10006,3127537.987,785913.156,836.564,TR DOWN
10007,3127537.524,785915.487,836.129,TR DOWN
10008,3127537.504,785920.144,835.113,TR DOWN
10009,3127522.904,785910.096,835.347,TR DOWN
10010,3127546.223,785921.485,836.249,TR DOWN
10011,3127544.505,785924.249,836.639,TR DOWN
10012,3127543.011,785927.712,837.478,TR DOWN
10013,3127538.331,785924.088,836.41,TR DOWN
10014,3127539.057,785921.619,835.131,TR DOWN
10015,3127522.08,785913.703,834.756,TR DOWN
10016,3127532.54,785926.215,836.404,TR DOWN
10017,3127520.856,785918.876,833.845,TR DOWN
10018,3127532.981,785924.705,834.68,TR DOWN
10019,3127504.595,785915.06,832.495,TR DOWN
10020,3127526.827,785925.258,836.448,TR DOWN
10021,3127527.12,785924.055,834.385,TR DOWN
10022,3127521.136,785924.621,836.56,TR DOWN
10023,3127521.517,785923.736,835.005,TR DOWN
10024,3127521.92,785921.47,833.901,TR DOWN
10025,3127516.982,785919.288,833.764,TR DOWN
10026,3127515.749,785921.429,833.816,TR DOWN
10027,3127514.666,785923.058,835.495,TR DOWN
10028,3127504.5,785907.221,833.701,TR DOWN
10029,3127501.43,785921.102,834.001,TR DOWN
10030,3127501.659,785918.619,832.887,TR DOWN
10031,3127502.339,785916.2,832.453,TR DOWN
10032,3127502.291,785915.18,832.319,TR DOWN
10033,3127492.285,785904.317,832.904,TR DOWN
10034,3127489.491,785919.116,833.031,TR DOWN
10035,3127491.204,785909.375,832.345,TR DOWN
10036,3127490.376,785913.435,831.83,TR DOWN
10037,3127490.035,785916.267,831.79,TR DOWN
10038,3127476.95,785901.004,831.861,TR DOWN
10039,3127474.047,785916.248,832.249,TR DOWN
10040,3127476.278,785906.067,831.35,TR DOWN
10041,3127474.62,785914.27,831.285,TR DOWN
10042,3127475.084,785910.38,830.891,TR DOWN
10043,3127474.766,785912.206,831.086,TR DOWN
10044,3127465.072,785897.97,830.879,TR UP
10045,3127461.156,785913.148,831.542,TR UP
10046,3127464.558,785900.935,829.713,TR UP
10047,3127461.67,785910.164,830.792,TR UP
10048,3127462.894,785906.782,830.522,TR UP
10049,3127449.761,785895.224,830.143,TR UP
10050,3127447.235,785908.654,829.705,TR UP
10051,3127449.051,785898.303,829.168,TR UP
10052,3127447.424,785905.235,829.869,TR UP
10053,3127448.254,785901.136,828.928,TR UP
10054,3127434.934,785891.754,829.108,TR UP
10055,3127432.545,785904.463,828.541,TR UP
10056,3127434.519,785893.894,828.47,TR UP
10057,3127432.749,785898.784,828.618,TR UP
10058,3127433.737,785896.117,828.331,TR UP
10059,3127410.225,785885.289,828.508,TR UP
10060,3127408.336,785898.668,826.693,TR UP
10061,3127410.285,785887.085,827.01,TR UP
10062,3127409.708,785891.663,827.023,TR UP
10063,3127386.963,785879.544,827.39,TR UP
10064,3127385.278,785884.31,825.479,TR UP
10065,3127386.391,785881.626,826.201,TR UP
10066,3127383.947,785886.127,825.007,TR UP
10067,3127364.443,785871.618,825.959,TR UP
10068,3127380.436,785891.987,826.158,TR UP
10069,3127363.464,785875.199,825.191,TR UP
10070,3127361.678,785877.345,824.194,TR UP
10071,3127340.908,785864.368,824.691,TR UP
10072,3127360.064,785880.834,824.278,TR UP
10073,3127358.555,785885.333,825.102,TR UP
10074,3127340.828,785864.397,824.73,TR UP
10075,3127335.932,785878.09,824.3,TR UP
10076,3127340.68,785866.731,823.802,TR UP
10077,3127339.024,785870.096,821.366,TR UP
10078,3127318.374,785852.459,823.445,TR UP
10079,3127317.047,785859.783,822.251,TR UP
10080,3127314.519,785863.244,822.114,TR UP
10081,3127312.152,785866.68,822.055,TR UP
10082,3127311.22,785868.175,822.627,TR UP
10083,3127472.454,785896.508,830.86,CONTOUR
10084,3127472.954,785892.313,831.023,CONTOUR
10085,3127474.247,785886.274,831.069,CONTOUR
10086,3127474.305,785916.257,832.233,CONTOUR
10087,3127479.623,785885.744,831.733,CONTOUR
10088,3127476.797,785916.807,832.572,CONTOUR
10089,3127481.794,785889.54,831.182,CONTOUR
10090,3127478.285,785916.626,832.92,CONTOUR
10091,3127485.883,785892.052,831.141,CONTOUR
10092,3127482.553,785917.683,833.157,CONTOUR
10093,3127482.166,785895.122,831.653,CONTOUR
10094,3127486.059,785921.916,832.401,CONTOUR
10095,3127487.391,785897.943,831.496,CONTOUR
10096,3127477.461,785922.085,831.657,CONTOUR
10097,3127485.336,785883.639,832.341,CONTOUR
10098,3127471.828,785920.865,831.398,CONTOUR
10099,3127481.847,785878.047,832.804,CONTOUR
10100,3127467.587,785922.499,832.064,CONTOUR
10101,3127479.004,785881.537,831.525,CONTOUR
10102,3127463.082,785916.886,831.086,CONTOUR
10103,3127474.875,785884.327,831.774,CONTOUR
10104,3127456.898,785916.648,830.892,CONTOUR
10105,3127470.404,785879.9,832.229,CONTOUR
10106,3127455.03,785920.679,831.062,CONTOUR
10107,3127473.957,785873.517,832.534,CONTOUR
10108,3127455.14,785911.923,831.187,CONTOUR
10109,3127471.082,785868.94,831.869,CONTOUR
10110,3127451.989,785910.276,830.043,CONTOUR
10111,3127469.443,785868.116,832.206,CONTOUR
10112,3127446.964,785909.304,830.923,CONTOUR
10113,3127467.013,785860.489,831.831,CONTOUR
10114,3127448.464,785910.978,830.076,CONTOUR
10115,3127464.226,785868.956,831.587,CONTOUR
10116,3127450.929,785906.907,830.084,CONTOUR
10117,3127459.433,785874.666,831.038,CONTOUR
10118,3127455.778,785907.993,830.356,CONTOUR
10119,3127462.097,785881.483,831.451,CONTOUR
10120,3127462.691,785911.245,831.169,CONTOUR
10121,3127467.926,785882.658,831.658,CONTOUR
10122,3127468.682,785910.93,831.075,CONTOUR
10123,3127481.547,785870.007,832.346,CONTOUR
10124,3127477.601,785867.603,832.334,CONTOUR
10125,3127495.898,785924.286,833.298,CONTOUR
10126,3127488.188,785867.64,832.755,CONTOUR
10127,3127502.695,785928.056,834.253,CONTOUR
10128,3127496.043,785868.858,833.281,CONTOUR
10129,3127503.808,785875.631,833.728,CONTOUR
10130,3127511.645,785923.162,835.219,CONTOUR
10131,3127503.964,785877.941,832.853,CONTOUR
10132,3127518.503,785924.484,836.126,CONTOUR
10133,3127516.565,785878.916,834.421,CONTOUR
10134,3127518.187,785925.942,835.548,CONTOUR
10135,3127519.36,785923.461,835.233,CONTOUR
10136,3127515.207,785885.46,834.671,CONTOUR
10137,3127521.695,785924.897,836.672,CONTOUR
10138,3127509.861,785885.373,832.946,CONTOUR
10139,3127521.302,785925.963,835.895,CONTOUR
10140,3127502.467,785886.451,831.562,CONTOUR
10141,3127501.596,785900.013,832.989,CONTOUR
