ID,Northing,Easting,Elevation,Name
822,3127869.001,786266.647,870.411,SH
823,3127869.742,786267.526,870.338,SH
824,3127875.763,786271.594,868.759,SH
825,3127882.486,786272.822,868.949,SH
826,3127877.655,786272.918,868.815,SH
827,3127877.904,786272.919,868.561,SH
828,3127886.49,786270.177,868.224,SH
829,3127888.579,786268.968,867.205,SH
830,3127888.309,786274.181,867.724,SH
831,3127888.39,786274.348,867.628,SH
832,3127888.122,786274.565,867.672,SH
833,3127887.715,786274.464,867.885,SH
834,3127888.039,786275.197,867.423,SH
835,3127887.789,786275.482,867.36,SH
836,3127887.57,786275.425,867.45,SH
837,3127887.137,786275.204,867.667,SH
838,3127886.561,786275.052,867.824,SH
839,3127886.032,786275.158,867.744,SH
840,3127886.156,786274.455,868.304,SH
841,3127885.843,786276.241,867.523,SH
842,3127885.832,786276.303,867.771,SH
843,3127885.805,786276.464,867.938,SH
844,3127884.798,786276.169,867.925,SH
845,3127884.655,786275.411,868.108,SH
846,3127884.609,786275.364,868.111,SH
847,3127884.142,786275.491,867.985,SH
848,3127883.717,786275.359,867.918,SH
849,3127918.446,786300.416,859.631,SH
850,3127909.502,786293.212,860.899,SH
851,3127892.857,786280.111,866.508,SH
852,3127949.913,786321.087,854.265,SH
853,3127932.698,786307.097,857.316,SH
854,3127893.714,786281.63,866.496,SH
855,3127894.618,786283.018,866.124,SH
856,3127888.557,786276.328,867.705,SH
857,3127887.842,786274.535,867.466,SH
858,3127887.875,786274.57,867.494,SH
859,3127887.974,786274.422,867.541,SH
860,3127888.013,786274.399,867.532,SH
861,3127887.587,786274.586,867.978,SH
862,3127887.995,786275.28,867.535,SH
863,3127884.028,786275.583,867.661,SH
864,3127870.02,786260.458,872.119,SH
865,3127863.862,786252.458,873.584,SH
866,3127881.035,786267.232,870.226,SH
867,3127882.654,786268.548,869.921,SH
868,3127883.577,786274.736,868.421,SH
869,3127884.986,786273.872,868.478,SH
870,3127885.022,786273.988,868.157,SH
871,3127884.405,786274.118,867.847,SH
872,3127884.971,786273.51,868.252,SH
873,3127884.622,786273.489,868.08,SH
874,3127884.583,786272.98,868.096,SH
875,3127884.41,786272.674,867.992,SH
876,3127885.096,786272.613,868.338,SH
877,3127885.17,786272.432,868.343,SH
878,3127884.601,786271.836,867.929,SH
879,3127884.583,786271.597,867.849,SH
880,3127885.599,786271.983,868.379,SH
881,3127885.352,786271.292,868.006,SH
882,3127885.581,786271.213,868.027,SH
883,3127885.96,786271.447,868.214,SH
884,3127886.26,786271.184,868.106,SH
885,3127964.641,786320.593,883.214,
886,3127851.93,786330.931,863.873,SH06
887,3127897.714,786303.769,862.107,FORBAY
888,3127895.749,786299.985,862.24,FORBAY
889,3127894.053,786296.684,862.757,FORBAY
890,3127892.446,786293.795,863.109,FORBAY
891,3127888.37,786289.427,864.017,FORBAY
892,3127885.137,786287.112,864.808,FORBAY
893,3127882.025,786291.374,865.045,FORBAY
894,3127879.227,786284.213,866.4,FORBAY
895,3127877.201,786277.508,867.117,FORBAY
896,3127874.152,786278.054,867.755,FORBAY
897,3127871.499,786279.024,867.82,FORBAY
898,3127868.214,786280.283,868.532,FORBAY
899,3127864.658,786282.043,868.992,FORBAY
900,3127860.406,786282.099,869.655,FORBAY
901,3127853.661,786281.255,870.749,FORBAY
902,3127849.045,786280.143,871.606,FORBAY
903,3127842.561,786280.231,871.814,FORBAY
904,3127831.682,786282.669,873.024,FORBAY
905,3127826.076,786292.245,871.612,FORBAY
906,3127834.854,786293.753,870.815,FORBAY
907,3127849.867,786294.444,868.491,FORBAY
908,3127856.852,786294.683,868.073,FORBAY
909,3127862.548,786295.242,867.764,FORBAY
910,3127868.184,786295.516,867.198,FORBAY
911,3127929.95,786380.209,849.568,ST05
912,3127821.774,786333.609,863.93,FORBAY
913,3127821.738,786331.131,864.022,FORBAY
914,3127821.446,786324.474,863.86,FORBAY
915,3127849.859,786329.406,863.613,FORBAY
916,3127852.005,786327.927,863.49,FORBAY
917,3127853.422,786328.25,863.571,FORBAY
918,3127854.536,786328.199,863.436,FORBAY
919,3127855.089,786329.463,863.565,FORBAY
920,3127855.433,786329.854,863.716,FORBAY
921,3127856.209,786329.845,863.924,FORBAY
922,3127859.154,786329.122,863.6,FORBAY
923,3127859.507,786328.784,863.875,FORBAY
924,3127859.043,786328.261,863.889,FORBAY
925,3127859.749,786327.32,863.73,FORBAY
926,3127857.873,786326.499,863.746,FORBAY
927,3127856.308,786325.672,863.615,FORBAY
928,3127855.049,786325.622,863.38,FORBAY
929,3127854.943,786325.442,863.498,FORBAY
930,3127852.813,786328.275,864.49,FORBAY
931,3127853.01,786324.53,863.432,FORBAY
932,3127851.774,786327.885,864.418,FORBAY
933,3127854.535,786329.374,863.592,FORBAY
934,3127855.106,786328.328,863.613,FORBAY
935,3127855.735,786327.212,863.918,FORBAY
936,3127855.489,786327.315,864.187,FORBAY
937,3127856.754,786324.563,864.107,FORBAY
938,3127854.252,786327.493,864.762,FORBAY
939,3127853.851,786325.962,864.044,FORBAY
940,3127858.168,786330.301,863.863,FORBAY
941,3127854.173,786330.78,863.883,FORBAY
942,3127855.096,786330.723,863.785,FORBAY
943,3127855.976,786330.599,863.778,FORBAY
944,3127856.75,786330.471,863.816,FORBAY
945,3127860.351,786329.874,863.904,FORBAY
946,3127866.844,786328.508,863.94,FORBAY
947,3127869.003,786327.497,863.783,FORBAY
948,3127859.005,786329.168,864.617,FORBAY
949,3127860.576,786313.292,864.03,FORBAY
950,3127810.584,786306.179,869.111,FORBAY
951,3127817.318,786309.275,867.824,FORBAY
952,3127814.691,786305.662,868.532,FORBAY
953,3127810.98,786300.384,869.74,FORBAY
954,3127808.207,786294.393,870.719,FORBAY
955,3127804.7,786287.605,871.519,FORBAY
956,3127820.867,786317.361,864.009,FORBAY
957,3127820.869,786316.801,864.992,FORBAY
958,3127855.53,786313.933,864.598,FORBAY
959,3127850.84,786314.605,864.661,FORBAY
960,3127845.331,786314.448,865.197,FORBAY
961,3127840.735,786315.312,864.631,FORBAY
962,3127838.168,786315.054,864.546,FORBAY
963,3127835.512,786315.457,864.578,FORBAY
964,3127834.492,786314.763,865.709,FORBAY
965,3127834.309,786314.73,865.922,FORBAY
966,3127847.217,786327.287,865.619,FORBAY
967,3127828.369,786315.601,865.523,FORBAY
968,3127839.276,786325.085,865.525,FORBAY
969,3127816.558,786333.903,864.24,FORBAY
970,3127839.394,786332.166,864.056,FORBAY
971,3127841.599,786331.896,863.964,FORBAY
972,3127842.437,786331.81,863.973,FORBAY
973,3127843.82,786331.796,863.961,FORBAY
974,3127846.474,786331.352,863.874,FORBAY
975,3127847.639,786331.263,863.837,FORBAY
976,3127848.191,786331.229,863.845,FORBAY
977,3127849.472,786331.072,863.861,FORBAY
978,3127850.092,786330.997,863.922,FORBAY
979,3127850.375,786331.036,863.911,FORBAY
980,3127822.147,786330.561,864.198,FORBAY
981,3127833.277,786329.387,863.732,FORBAY
982,3127841.538,786330.016,863.499,FORBAY
983,3127841.875,786330.043,863.474,FORBAY
984,3127843.722,786329.986,863.755,FORBAY
985,3127844.363,786329.662,863.485,FORBAY
986,3127844.477,786329.672,863.517,FORBAY
987,3127847.376,786328.491,863.446,FORBAY
988,3127847.652,786328.29,863.452,FORBAY
989,3127848.114,786328.227,863.442,FORBAY
990,3127851.041,786326.021,863.403,FORBAY
991,3127879.306,786308.374,863.367,FORBAY
992,3127877.784,786306.178,863.342,FORBAY
993,3127874.04,786302.223,865.176,FORBAY
994,3127876.598,786310.517,863.274,FORBAY
995,3127875.88,786307.649,863.328,FORBAY
996,3127871.009,786301.197,865.588,FORBAY
997,3127874.645,786309.226,863.238,FORBAY
998,3127868.296,786298.649,866.653,FORBAY
999,3127870.637,786315.638,863.331,FORBAY
1000,3127869.465,786304.942,865.74,FORBAY
1001,3127867.989,786316.145,863.404,FORBAY
1002,3127867.286,786301.496,866.326,FORBAY
1003,3127867.261,786301.493,866.289,FORBAY
1004,3127867.333,786306.533,865.706,FORBAY
1005,3127864.243,786301.974,866.746,FORBAY
1006,3127868.843,786314.197,863.221,FORBAY
1007,3127864.54,786308.585,865.001,FORBAY
1008,3127861.861,786305.183,865.621,FORBAY
1009,3127856.178,786300.325,866.929,FORBAY
1010,3127862.168,786310.244,865.165,FORBAY
1011,3127859.739,786306.294,865.731,FORBAY
1012,3127849.898,786299.609,867.887,FORBAY
1013,3127858.173,786311.696,864.764,FORBAY
1014,3127855.303,786306.178,866.113,FORBAY
1015,3127854.574,786312.324,865.288,FORBAY
1016,3127852.036,786307.902,865.901,FORBAY
1017,3127846.75,786303.051,867.68,FORBAY
1018,3127849.256,786313.064,865.128,FORBAY
1019,3127847.426,786309.017,866.036,FORBAY
1020,3127844.564,786313.205,865.701,FORBAY
1021,3127844.038,786311.039,865.795,FORBAY
1022,3127840.1,786306.949,867.311,FORBAY
1023,3127839.461,786313.099,865.976,FORBAY
1024,3127840.324,786310.436,866.539,FORBAY
1025,3127836.242,786313.264,865.56,FORBAY
1026,3127838.267,786311.273,865.991,FORBAY
1027,3127833.877,786306.965,867.913,FORBAY
1028,3127833.851,786307.019,867.885,FORBAY
1029,3127832.411,786313.205,866.518,FORBAY
1030,3127834.682,786311.302,866.213,FORBAY
1031,3127830.74,786308.056,867.624,FORBAY
1032,3127832.603,786311.236,866.92,FORBAY
1033,3127829.29,786313.074,866.527,FORBAY
1034,3127829.251,786313.058,866.541,FORBAY
1035,3127829.52,786310.983,866.885,FORBAY
1036,3127826.856,786308.885,867.696,FORBAY
1037,3127826.858,786308.816,867.703,FORBAY
1038,3127825.294,786312.782,867.011,FORBAY
1039,3127827.67,786311.195,866.726,FORBAY
1040,3127822.916,786308.877,867.824,FORBAY
1041,3127840.978,786328.164,863.553,FORBAY
1042,3127839.833,786327.975,863.697,FORBAY
1043,3127846.839,786328.077,864.544,FORBAY
1044,3127846.36,786325.27,863.649,FORBAY
1045,3127846.676,786324.192,863.524,FORBAY
1046,3127849.389,786326.245,864.19,FORBAY
1047,3127849.426,786324.381,863.842,FORBAY
1048,3127848.941,786325.127,863.578,FORBAY
1049,3127848.506,786325.708,863.654,FORBAY
1050,3127847.583,786325.618,863.492,FORBAY
1051,3127846.952,786326.715,863.582,FORBAY
1052,3127846.598,786327.1,863.582,FORBAY
1053,3127847.914,786328.505,864.117,FORBAY
1054,3127846.276,786327.944,863.772,FORBAY
1055,3127844.804,786327.508,863.545,FORBAY
1056,3127844.964,786327.811,863.707,FORBAY
1057,3127834.981,786325.698,865.867,FORBAY
1058,3127793.39,786300.015,872.42,FORBAY
1059,3127796.42,786299.377,871.652,FORBAY
1060,3127794.821,786291.942,873.085,FORBAY
1061,3127796.792,786289.703,873.399,FORBAY
1062,3127837.652,786314.929,865.363,FORBAY
1063,3127837.331,786315.232,865.332,FORBAY
1064,3127882.05,786302.304,864.004,FORBAY
1065,3127885.162,786302.834,863.945,FORBAY
1066,3127888.342,786301.369,863.841,FORBAY
1067,3127855.969,786327.803,865.004,FORBAY
1068,3127855.92,786327.176,864.982,FORBAY
1069,3127855.019,786327.713,865.072,FORBAY
1070,3127860.977,786327.509,864.639,FORBAY
1071,3127858.472,786328.648,864.763,FORBAY
1072,3127858.462,786328.65,864.764,FORBAY
1073,3127862.538,786328.773,864.001,FORBAY
1074,3127853.703,786326.658,863.535,FORBAY
1075,3127851.948,786326.494,863.607,FORBAY
1076,3127847.291,786327.827,863.55,FORBAY
1077,3127821.854,786324.781,863.676,FORBAY
1078,3127822.241,786330.934,863.892,FORBAY
1079,3127801.923,786332.36,863.851,FORBAY
1080,3127872.484,786323.101,863.428,FORBAY
1081,3127868.829,786317.807,863.318,FORBAY
1082,3127873.13,786314.85,863.529,FORBAY
1083,3127876.607,786319.633,863.605,FORBAY
1084,3127857.46,786334.106,859.408,FORBAY
1085,3127857.513,786333.873,860.775,penstock
1086,3127863.381,786333.573,860.51,penstock
1087,3127867.646,786333.195,860.942,penstock
1088,3127870.972,786332.319,859.784,penstock
1089,3127876.254,786327.439,861.884,penstock
1090,3127864.397,786348.711,860.136,penstock
1091,3127868.583,786346.45,860.447,penstock
1092,3127871.387,786345.074,857.43,penstock
1093,3127875.524,786342.773,857.323,penstock
1094,3127882.857,786337.452,859.451,penstock
1095,3127868.475,786354.258,856.743,penstock
1096,3127872.691,786353.774,856.589,penstock
1097,3127875.54,786352.698,856.532,penstock
1098,3127879.403,786350.626,855.72,penstock
1099,3127884.552,786347.399,857.785,penstock
1100,3127876.596,786368.846,856.431,penstock
1101,3127880.004,786367.873,854.446,penstock
1102,3127883.778,786366.73,853.464,penstock
1103,3127887.192,786365.638,853.427,penstock
1104,3127891.482,786362.437,853.967,penstock
1105,3127877.864,786376.319,854.287,penstock
1106,3127883.33,786374.967,852.815,penstock
1107,3127887.315,786373.914,852.521,penstock
1108,3127889.963,786374.069,852.645,penstock
1109,3127894.243,786373.845,852.615,penstock
1110,3127881.124,786386.928,851.585,penstock
1111,3127884.34,786385.519,851.226,penstock
1112,3127889.322,786385.105,851.076,penstock
1113,3127894.443,786384.284,851.478,penstock
1114,3127899.284,786382.869,849.679,penstock
1115,3127883.342,786395.54,851.031,penstock
1116,3127887.414,786394.95,849.702,penstock
1117,3127890.732,786395.319,849.981,penstock
1118,3127897.329,786393.858,850.15,penstock
1119,3127907.715,786392.362,847.918,penstock
1120,3127883.332,786403.294,849.004,penstock
1121,3127887.04,786403.38,848.7,penstock
1122,3127892.258,786403.621,848.579,penstock
1123,3127901.524,786400.627,848.47,penstock
1124,3127910.287,786397.424,846.882,penstock
1125,3127883.771,786411.124,848.148,penstock
1126,3127887.599,786410.791,848.07,penstock
1127,3127893.468,786411.141,847.714,penstock
1128,3127902.816,786410.644,846.409,penstock
1129,3127909.759,786404.675,846.418,penstock
1130,3127884.001,786420.178,847.057,penstock
1131,3127888.745,786419.855,847.166,penstock
1132,3127895.497,786419.849,846.318,penstock
1133,3127908.697,786418.821,844.88,penstock
1134,3127914.752,786418.413,846.262,penstock
1135,3127884.917,786428.316,845.844,penstock
1136,3127890.848,786427.161,846.42,penstock
1137,3127898.93,786426.319,845.135,penstock
1138,3127908.423,786425.005,844.966,penstock
1139,3127918.522,786423.428,845.331,penstock
1140,3127886.837,786436.365,845.275,penstock
1141,3127892.961,786434.354,845.29,penstock
1142,3127902.936,786430.791,844.186,penstock
1143,3127910.175,786428.777,843.603,penstock
1144,3127919.837,786425.796,844.94,penstock
1145,3127891.029,786446.103,844.004,penstock
1146,3127897.9,786442.298,843.987,penstock
1147,3127905.913,786438.061,844.139,penstock
1148,3127911.744,786434.467,843.888,penstock
1149,3127921.345,786428.705,844.449,penstock
1150,3127892.774,786474.142,844.627,penstock
1151,3127890.501,786447.734,844.013,powerhouse
1152,3127880.636,786449.742,844.739,powerhouse
1153,3127872.7,786451.255,844.487,powerhouse
1154,3127859.918,786451.694,845.277,powerhouse
1155,3127848.64,786452.644,845.359,powerhouse
1156,3127841.239,786454.485,846.343,powerhouse
1157,3127840.935,786470.44,846.296,powerhouse
1158,3127839.463,786479.693,847.149,powerhouse
1159,3127839.209,786491.426,847.349,powerhouse
1160,3127839.01,786496.957,847.593,powerhouse
1161,3127836.666,786506.338,848.544,powerhouse
1162,3127853.831,786514.466,848.153,powerhouse
1163,3127861.879,786515.284,847.77,powerhouse
1164,3127873.714,786513.215,847.015,powerhouse
1165,3127887.401,786511.173,846.648,powerhouse
1166,3127898.082,786508.755,846.336,powerhouse
1167,3127909.674,786505.603,845.188,powerhouse
1168,3127920.367,786502.115,844.169,powerhouse
1169,3127933.431,786491.33,843.136,powerhouse
1170,3127943.315,786485.39,841.309,powerhouse
1171,3127949.839,786482.843,841.556,powerhouse
1172,3127949.953,786482.819,841.392,powerhouse
1173,3127954.883,786480.761,840.089,powerhouse
1174,3127946.903,786469.525,840.584,powerhouse
1175,3127943.63,786463.7,840.835,powerhouse
1176,3127935.705,786451.629,841.531,powerhouse
1177,3127935.717,786451.614,841.53,powerhouse
1178,3127930.235,786442.733,842.297,powerhouse
1179,3127928.064,786436.669,842.248,powerhouse
1180,3127921.165,786427.993,844.552,powerhouse
1181,3127851.907,786330.906,863.89,ST
1182,3127902.213,786431.35,844.281,CONT
1183,3127900.579,786432.248,844.239,CONT
1184,3127897.019,786436.387,844.228,CONT
1185,3127910.534,786426.889,844.376,CONT
1186,3127907.738,786427.605,844.355,CONT
1187,3127906.245,786428.631,844.285,CONT
1188,3127902.255,786431.363,844.197,CONT
1189,3127893.556,786436.515,844.141,CONT
1190,3127889.683,786461.046,844.296,CONT
1191,3127889.442,786461.037,844.29,CONT
1192,3127889.134,786461.201,844.301,CONT
1193,3127888.64,786461.139,844.351,CONT
1194,3127886.275,786461.078,844.529,CONT
1195,3127886.288,786462.582,844.516,CONT
1196,3127884.137,786465.354,844.127,CONT
1197,3127883.745,786465.622,844.194,CONT
1198,3127882.651,786465.905,844.382,CONT
1199,3127879.44,786465.707,844.588,CONT
1200,3127878.514,786465.653,844.677,CONT
1201,3127877.82,786465.476,844.74,CONT
1202,3127873.823,786464.767,844.998,CONT
1203,3127872.229,786464.677,845.204,CONT
1204,3127871.516,786464.947,845.238,CONT
1205,3127879.164,786470.591,845.513,CONT
1206,3127879.073,786473.186,845.544,CONT
1207,3127879.145,786473.788,845.605,CONT
1208,3127878.968,786475.975,845.76,CONT
1209,3127879.987,786478.96,845.743,CONT
1210,3127885.708,786479.555,846.273,CONT
1211,3127888.207,786478.938,845.767,CONT
1212,3127889.769,786473.164,844.749,CONT
1213,3127890.109,786473.05,844.75,CONT
1214,3127895.442,786469.036,844.178,CONT
1215,3127895.01,786468.848,844.182,CONT
1216,3127894.4,786468.625,844.181,CONT
1217,3127893.696,786468.52,844.198,CONT
1218,3127893.01,786468.713,844.343,CONT
1219,3127897.293,786470.168,844.162,CONT
1220,3127898.304,786469.275,844.184,CONT
1221,3127899.054,786470.21,844.174,CONT
1222,3127899.637,786471.154,844.154,CONT
1223,3127901.23,786471.408,844.113,CONT
1224,3127901.888,786473.397,844.055,CONT
1225,3127903.679,786474.414,844.026,CONT
1226,3127908.064,786476.236,843.914,CONT
1227,3127897.654,786480.634,844.646,CONT
1228,3127900.162,786483.934,844.583,CONT
1229,3127899.329,786484.541,844.58,CONT
1230,3127893.362,786479.949,845.356,CONT
1231,3127891.306,786479.974,845.374,CONT
1232,3127891.423,786479.503,845.306,CONT
1233,3127889.97,786481.896,845.397,CONT
1234,3127903.836,786487.505,844.694,CONT
1235,3127910.591,786492.337,844.747,CONT
1236,3127907.848,786487.29,845.029,CONT
1237,3127905.369,786481.882,845.273,CONT
1238,3127904.677,786480.175,845.35,CONT
1239,3127922.35,786482.997,843.779,CONT
1240,3127925.364,786479.146,843.62,CONT
1241,3127982.698,786464.004,840.481,CONT
1242,3127997.938,786458.715,839.273,CONT
1243,3127929.433,786436.475,842.683,CONT
1244,3127902.317,786464.328,844.794,CONT
1245,3127924.644,786433.245,843.148,CONT
1246,3127923.329,786431.578,843.117,CONT
1247,3127921.665,786429.232,843.49,CONT
1248,3127908.78,786438.617,843.065,CONT
1249,3127907.592,786439.102,843.136,CONT
1250,3127899.075,786464.813,844.272,CONT
1251,3127934.406,786458.009,841.703,TAIL
1252,3127901.644,786469.847,843.522,TAIL
1253,3127936.525,786461.801,841.091,TAIL
1254,3127940.253,786468.384,841.379,TAIL
1255,3127938.915,786464.833,840.933,TAIL
1256,3127930.728,786451.27,842.154,TAIL
1257,3127915.31,786459.37,842.937,TAIL
1258,3127901.838,786469.91,843.554,TAIL
1259,3127945.627,786452.833,841.259,TAIL
1260,3127947.029,786456.786,841.033,TAIL
1261,3127948.998,786460.808,840.82,TAIL
1262,3127961.17,786446.473,840.147,TAIL
1263,3127964.206,786450.464,839.858,TAIL
1264,3127967.165,786458.275,839.883,TAIL
1265,3127968.983,786463.069,839.87,TAIL
1266,3127959.944,786441.794,840.523,TAIL
1267,3127975.543,786442.513,839.643,TAIL
1268,3127975.555,786438.775,839.622,TAIL
1269,3127976.393,786447.411,839.58,TAIL
1270,3127977.466,786451.195,839.587,TAIL
1271,3127978.584,786455.93,839.591,TAIL
1272,3127986.664,786437.042,838.819,TAIL
1273,3127985.514,786444.524,839.08,TAIL
1274,3127984.887,786458.495,839.448,TAIL
1275,3127985.983,786442.358,839.089,TAIL
1276,3127993.097,786457.556,838.981,TAIL
1277,3127994.927,786444.294,838.489,TAIL
1278,3127997.281,786436.522,838.544,TAIL
1279,3127998.747,786430.112,838.364,TAIL
1280,3127997.874,786424.252,839.453,TAIL
1281,3128008.222,786428.826,839.083,TAIL
1282,3128009.308,786423.534,839.056,TAIL
1283,3128006.824,786436.727,838.004,TAIL
1284,3128004.838,786441.635,838.037,TAIL
1285,3128022.98,786412.62,838.704,TAIL
1286,3128019.985,786418.467,838.497,TAIL
1287,3128019.98,786418.501,838.498,TAIL
1288,3128019.699,786421.328,838.563,TAIL
1289,3128021.331,786424.142,838.429,TAIL
1290,3128019.626,786430.974,838.361,TAIL
1291,3128021.524,786423.221,838.472,TAIL
1292,3127904.882,786441.628,842.418,BC
1293,3127906.954,786445.718,842.379,BC
1294,3127912.422,786443.381,842.59,BC
1295,3127910.57,786439.124,842.506,BC
1296,3127911.505,786456.756,842.895,BC
1297,3127912.549,786459.295,842.965,BC
1298,3127916.224,786458.175,842.951,BC
1299,3127915.455,786455.122,842.967,BC
1300,3127915.451,786455.126,842.967,BC
1301,3127871.799,786467.971,845.67,BC
1302,3127872.003,786474.053,845.855,BC
1303,3127850.783,786475.803,846.293,BC
1304,3127936.992,786447.725,841.573,BC
1305,3127935.863,786444.899,841.541,BC
1306,3127945.143,786444.664,841.155,BC
1307,3127960.853,786438.16,840.341,BC
1308,3127898.332,786471.348,843.82,BC
1309,3127896.888,786462.125,844.327,CONT
1310,3127901.226,786463.93,844.263,CONT
1311,3127884.084,786453.558,844.375,PH/RD
1312,3127885.314,786453.156,844.381,PH/RD
1313,3127886.286,786451.762,844.305,PH/RD
1314,3127886.019,786447.894,844.512,PH/RD
1315,3127885.321,786448.036,844.51,PH/RD
1316,3127881.969,786444.851,844.65,PH/RD
1317,3127882.417,786443.984,844.777,PH/RD
1318,3127883.324,786443.324,844.762,PH/RD
1319,3127902.897,786471.334,844.124,CONT
1320,3127903.23,786472.301,844.088,CONT
1321,3127922.182,786468.532,843.458,CONT
1322,3127911.963,786477.74,843.801,CONT
1323,3127886.271,786384.96,851.333,CONT
1324,3127884.694,786415.529,847.639,CONT
1325,3127893.91,786462.551,845.186,CONT
1326,3127903.196,786416.361,846.737,CONT
1327,3127925.895,786405.905,846.929,CONT
1328,3127888.19,786472.552,845.035,CONT
1329,3127888.684,786475.37,845.164,CONT
1330,3127888.666,786470.532,844.624,CONT
1331,3127890.52,786469.291,844.65,CONT
1332,3127894.761,786465.826,844.289,CONT
1333,3127898.976,786463.324,844.258,CONT
1334,3127901.905,786442.478,844.148,CONT
1335,3127898.728,786466.74,844.341,CONT
1336,3127959.186,786380.682,848.298,CONT
1337,3127904.838,786481.841,845.145,CONT
1338,3127908.872,786490.047,844.615,CONT
1339,3127892.135,786476.752,845.626,CONT
1340,3127891.575,786476.767,845.037,CONT
1341,3127891.634,786476.826,845.005,CONT
1342,3127891.624,786476.832,845.055,CONT
1343,3127888.891,786479.065,845.598,CONT
1344,3127888.093,786478.41,845.593,CONT
1345,3127909.187,786479.798,844.412,POLE
1346,3127905.727,786482.867,844.455,POLE
1347,3127868.238,786476.928,847.532,POLE
1348,3127866.046,786476.636,847.746,POLE
1349,3127886.422,786272.953,867.601,ST04
1350,3128051.835,786417.575,837.701,minor 2
1351,3127980.627,786332.91,849.678,tailrace up
1352,3127978.868,786335.537,849.318,tailrace up
1353,3127976.619,786338.166,849.264,tailrace up
1354,3127974.279,786341.803,849.346,tailrace up
1355,3127971.822,786345.799,849.444,tailrace up
1356,3127964.912,786356.58,849.477,tailrace up
1357,3127964.157,786357.189,848.534,tailrace up
1358,3127962.511,786362.26,850.508,tailrace up
1359,3127964.62,786360.139,848.074,tailrace up
1360,3127975.612,786372.293,848.345,tailrace up
1361,3127975.764,786370.93,846.702,tailrace up
1362,3127977.297,786368.937,846.463,tailrace up
1363,3127977.613,786368.066,845.766,tailrace up
1364,3127979.198,786365.875,845.895,tailrace up
1365,3127981.062,786362.944,845.669,tailrace up
1366,3127981.845,786359.243,845.858,tailrace up
1367,3127983.789,786355.52,846.712,tailrace up
1368,3127985.753,786353.059,846.662,tailrace up
1369,3127987.176,786351.168,845.79,tailrace up
1370,3127988.087,786348.892,846.175,tailrace up
1371,3127990.087,786346.019,846.972,tailrace up
1372,3127991.318,786343.655,847.36,tailrace up
1373,3127984.487,786377.98,846.972,tailrace up
1374,3127984.718,786377.511,846.062,tailrace up
1375,3127985.255,786376.265,845.449,tailrace up
1376,3127986.536,786374.79,845.03,tailrace up
1377,3127987.715,786373.521,844.483,tailrace up
1378,3127988.91,786372.127,844.43,tailrace up
1379,3128003.789,786355.035,845.277,tailrace up
1380,3128001.688,786356.989,844.812,tailrace up
1381,3128000.427,786359.051,844.077,tailrace up
1382,3127997.798,786361.97,844.265,tailrace up
1383,3127994.499,786365.723,844.323,tailrace up
1384,3127993.853,786367.308,844.216,tailrace up
1385,3127992.442,786369.826,844.752,tailrace up
1386,3127990.304,786372.32,844.307,tailrace up
1387,3127995.713,786385.143,845.521,tailrace up
1388,3127996.009,786384.425,843.765,tailrace up
1389,3127996.363,786383.931,843.358,tailrace up
1390,3127997.475,786382.783,843.071,tailrace up
1391,3127998.276,786381.647,842.504,tailrace up
1392,3127998.925,786380.997,841.924,tailrace up
1393,3128000.166,786378.979,842.024,tailrace up
1394,3128001.378,786377.623,841.71,tailrace up
1395,3128002.775,786375.735,842.855,tailrace up
1396,3128005.389,786373.361,841.723,tailrace up
1397,3128006.464,786370.98,841.601,tailrace up
1398,3128008.398,786368.7,841.16,tailrace up
1399,3128010.054,786367.912,841.437,tailrace up
1400,3128010.22,786367.56,842.422,tailrace up
1401,3128011.207,786366.848,842.529,tailrace up
1402,3128011.447,786366.732,844.344,tailrace up
1403,3128012.387,786365.972,844.351,tailrace up
1404,3128009.454,786388.931,840.999,tailrace up
1405,3128010.69,786387.47,840.672,tailrace up
1406,3128011.245,786385.969,840.16,tailrace up
1407,3128011.995,786385.107,839.934,tailrace up
1408,3128021.209,786376.213,841.658,tailrace up
1409,3128020.131,786376.927,841.55,tailrace up
1410,3128019.807,786377.189,840.529,tailrace up
1411,3128017.674,786378.443,840.299,tailrace up
1412,3128016.668,786379.496,840.242,tailrace up
1413,3128014.743,786380.615,840.312,tailrace up
1414,3128016.47,786395.528,840.658,tailrace up
1415,3128017.48,786394.81,840.096,tailrace up
1416,3128018.602,786393.649,839.862,tailrace up
1417,3128019.23,786392.612,839.363,tailrace up
1418,3128020.312,786391.291,838.951,tailrace up
1419,3128020.735,786388.885,839.271,tailrace up
1420,3128021.632,786386.966,839.299,tailrace up
1421,3128023.944,786384.47,839.808,tailrace up
1422,3128027.079,786382.237,840.014,tailrace up
1423,3128029.683,786380.338,842.128,tailrace up
1424,3128023.401,786398.21,840.325,tailrace up
1425,3128023.974,786397.532,839.105,tailrace up
1426,3128024.101,786396.677,838.496,tailrace up
1427,3128024.395,786396.031,838.29,tailrace up
1428,3128033.951,786387.055,840.759,tailrace up
1429,3128032.919,786387.858,840.744,tailrace up
1430,3128031.859,786388.551,840.063,tailrace up
1431,3128030.325,786389.296,839.189,tailrace up
1432,3128027.965,786391.651,838.768,tailrace up
1433,3128026.753,786392.857,838.259,tailrace up
1434,3128025.164,786394.289,838.57,tailrace up
1435,3128030.267,786402.711,839.12,tailrace up
1436,3128031.301,786401.528,838.294,tailrace up
1437,3128032.171,786400.193,837.973,tailrace up
